Symbol,Date,Open,High,Low,Close,Volume,Premarket High,Morning High,Outstanding Shares,Market Cap,GAP%
FTFT,2017-08-09,2.66,2.66,2.01,2.2,67888,2.39,2.66,5170000,13752200,20.91
STS,2017-08-09,20.92,20.99,20.92,20.95,3801843,21.82,20.99,15500000,324260000,35.23
XTNT,2017-08-09,1.07,1.21,0.96,1,8316426,1.3,1.21,18090000,19356300,21.59
HDSN,2017-08-10,9.85,10.4,9.06,9.26,7631059,9.9,10.4,41540000,409169000,23.74
DCIX,2017-08-11,0.55,0.57,0.43,0.47,4161453,0.62,0.575,730000,401500,34.24
TOPS,2017-08-11,1.7,1.75,1.24,1.41,4494410,2.3,1.75,530000,901000,39.78
DRYS,2017-08-11,4.14,4.23,2.87,3.1,52671753,6,4.23,31550000,130617000,101.95
EKSO,2017-08-14,1.84,1.84,1.54,1.55,405512,1.75,1.84,25790000,47453600,25.17
CRDS,2017-08-14,1.9,2.25,1.66,2.18,676570,1.99,2.25,1230000,2337000,25
CERC,2017-08-14,0.68,0.7,0.52,0.59,1769199,0.8,0.7,14080000,9574400,20.61
CVM,2017-08-14,3.5,3.69,2.8,3,3783251,4.5,3.69,9340000,32690000,51.52
HMNY,2017-08-15,3.75,3.84,2.91,2.95,10245231,4.29,3.84,7070000,26512500,34.41
IMMY,2017-08-16,2.49,2.53,2.22,2.3,1038742,2.49,2.53,20070000,49974300,21.46
URBN,2017-08-16,20.84,21.31,19.56,19.76,32652676,20.96,21.31,115790000,2413063600,23.9
MNGA,2017-08-18,0.6,0.8,0.54,0.58,10994487,0.7,0.799,7220000,4332000,22.45
DCTH,2017-08-18,0.22,0.24,0.14,0.15,275626919,0.24,0.24,499030000,108539025,29.46
ARCI,2017-08-21,0.89,1.63,0.84,1.45,13556238,0.95,1.41,6660000,5927400,45.9
FALC,2017-08-21,0.33,0.45,0.32,0.4,21744871,0.35,0.45,44560000,14704800,33.6
DSW,2017-08-22,18.85,19.39,18.11,18.43,16016934,18.98,19.39,72280000,1362478000,20.14
PRTK,2017-08-23,24,26.1,23.3,24.25,7016049,25.25,26.1,27760000,666240000,25.98
ITCI,2017-08-23,15.04,15.69,13.82,14.39,7328665,16.24,15.6899,43420000,653036800,33.45
AMMA,2017-08-24,1.73,1.85,1.35,1.62,354980,1.66,1.85,10530000,18216900,25.36
SIG,2017-08-24,62.29,63.99,59.92,60.54,12460512,64.17,63.99,68410000,4261258900,20.04
XOMA,2017-08-25,11.25,11.82,9.8,11.1,851632,11.5,11.48,7600000,85500000,25.98
DMTX,2017-08-25,3,3.15,2.9,3.15,4340770,3.25,3.1,25050000,75150000,150
RTNB,2017-08-25,3.28,3.93,2.68,2.99,13725543,3.39,3.93,6100000,20008000,28.63
ADMS,2017-08-25,20.45,21.44,19.6,19.93,13964372,22.75,21.44,22510000,460329500,43.71
PERF,2017-08-28,1.72,1.94,1.72,1.87,426129,2.01,1.94,15490000,26642800,29.32
MXPT,2017-08-28,13.65,13.75,13.6,13.7,858965,13.71,13.75,6760000,92274000,148.18
ANTH,2017-08-28,1.58,1.64,1.35,1.4,1385059,1.6,1.64,10910000,17237800,22.48
FSNN,2017-08-28,2.32,2.59,1.96,2.29,5830278,2.96,2.59,22510000,52223200,88.62
IXYS,2017-08-28,22.4,22.5,21.5,22.4,12879039,22.75,22.5,32600000,730240000,40.44
KITE,2017-08-28,179.31,179.69,178,178.05,17063405,179.9,179.69,57180000,10252945800,28.91
TNDM,2017-08-28,0.92,1.22,0.89,1.01,27675758,1.02,1.22,50230000,46261830,31.53
DXTR,2017-08-31,0.41,0.44,0.35,0.36,30989310,0.43,0.439,40410000,16366050,25.06
RTNB,2017-09-01,2.3,2.32,1.64,1.7,5978358,2.34,2.32,6100000,14030000,64.29
APVO,2017-09-01,2.42,2.47,2.05,2.11,10691591,2.95,2.47,21420000,51836400,81.95
SDRL,2017-09-01,0.33,0.36,0.26,0.28,39422491,0.45,0.3579,504440000,168936956,77.1
CDZI,2017-09-05,12.9,14.5,12.25,12.75,2088321,13.15,14.5,22260000,287154000,32.99
PTN,2017-09-05,0.58,0.58,0.47,0.51,11656489,0.63,0.5839,152800000,88624000,28.04
INSM,2017-09-05,29.5,29.52,24,26.99,27380837,29.86,29.52,62380000,1840210000,140.03
